"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"11/12/2023","4.540,19","4.522,79","4.544,13","4.519,62","24,13M","0,37%"
"08/12/2023","4.523,31","4.477,04","4.531,54","4.477,04","26,89M","1,11%"
"07/12/2023","4.473,77","4.480,52","4.480,52","4.465,25","31,12M","-0,21%"
"06/12/2023","4.483,26","4.460,33","4.495,30","4.458,53","32,54M","0,68%"
"05/12/2023","4.452,77","4.414,33","4.457,82","4.412,67","31,97M","0,86%"
"04/12/2023","4.414,95","4.414,30","4.426,55","4.405,33","25,29M","-0,08%"
"01/12/2023","4.418,51","4.393,04","4.420,57","4.393,04","23,41M","0,82%"
"30/11/2023","4.382,47","4.370,39","4.392,81","4.361,83","55,34M","0,27%"
"29/11/2023","4.370,53","4.341,30","4.382,15","4.341,30","30,48M","0,52%"
"28/11/2023","4.348,02","4.350,34","4.350,34","4.328,12","23,47M","-0,15%"
"27/11/2023","4.354,41","4.369,92","4.376,70","4.353,27","22,31M","-0,40%"
"24/11/2023","4.372,10","4.357,95","4.375,83","4.356,08","21,64M","0,25%"
"23/11/2023","4.361,32","4.352,73","4.363,65","4.350,42","18,32M","0,21%"
"22/11/2023","4.352,02","4.335,78","4.357,10","4.335,78","22,32M","0,46%"
"21/11/2023","4.331,90","4.343,07","4.345,07","4.329,53","24,99M","-0,24%"
"20/11/2023","4.342,41","4.338,40","4.348,49","4.330,47","31,87M","0,04%"
"17/11/2023","4.340,77","4.304,00","4.347,53","4.304,00","41,32M","0,89%"
"16/11/2023","4.302,45","4.315,57","4.323,60","4.302,45","32,96M","-0,30%"
"15/11/2023","4.315,53","4.294,98","4.326,72","4.294,98","29,96M","0,55%"
"14/11/2023","4.291,72","4.232,40","4.304,72","4.230,91","37,24M","1,41%"
"13/11/2023","4.232,19","4.205,41","4.234,73","4.205,41","26,67M","0,83%"
"10/11/2023","4.197,36","4.218,26","4.218,26","4.176,16","25,22M","-0,75%"
"09/11/2023","4.229,20","4.179,35","4.234,00","4.166,89","25,14M","1,21%"
"08/11/2023","4.178,49","4.148,42","4.197,63","4.133,46","27,66M","0,60%"
"07/11/2023","4.153,37","4.150,52","4.164,88","4.135,53","20,87M","-0,13%"
"06/11/2023","4.158,64","4.178,32","4.188,65","4.152,08","25,43M","-0,38%"
"03/11/2023","4.174,67","4.175,85","4.195,96","4.163,86","35,84M","0,12%"
"02/11/2023","4.169,62","4.102,09","4.188,31","4.102,09","35,27M","1,90%"
"01/11/2023","4.091,71","4.069,65","4.103,65","4.049,87","28,09M","0,75%"
"31/10/2023","4.061,12","4.030,83","4.073,49","4.026,93","33,31M","0,81%"
"30/10/2023","4.028,32","4.023,42","4.050,98","4.023,42","25,45M","0,35%"
"27/10/2023","4.014,36","4.056,10","4.068,52","4.006,64","24,39M","-0,87%"
"26/10/2023","4.049,40","4.070,75","4.070,75","4.017,74","27,69M","-0,59%"
"25/10/2023","4.073,35","4.062,34","4.082,49","4.040,51","22,48M","0,20%"
"24/10/2023","4.065,37","4.045,42","4.074,32","4.026,65","25,26M","0,58%"
"23/10/2023","4.041,75","4.025,48","4.044,62","3.993,10","26,97M","0,42%"
"20/10/2023","4.024,68","4.077,44","4.077,44","4.024,68","37,66M","-1,61%"
"19/10/2023","4.090,33","4.104,79","4.109,81","4.069,29","31,26M","-0,38%"
"18/10/2023","4.105,86","4.152,53","4.161,50","4.099,90","22,69M","-1,12%"
"17/10/2023","4.152,32","4.148,09","4.163,10","4.111,52","19,07M","0,06%"
"16/10/2023","4.149,86","4.137,07","4.163,40","4.110,83","22,05M","0,33%"
"13/10/2023","4.136,12","4.197,30","4.198,10","4.133,13","29,48M","-1,48%"
"12/10/2023","4.198,23","4.202,79","4.234,49","4.193,98","28,12M","-0,06%"
"11/10/2023","4.200,80","4.203,84","4.217,00","4.172,91","25,13M","-0,11%"
"10/10/2023","4.205,23","4.118,46","4.208,43","4.118,46","26,95M","2,25%"
"09/10/2023","4.112,57","4.139,51","4.139,51","4.097,94","24,82M","-0,77%"
"06/10/2023","4.144,43","4.106,16","4.144,66","4.094,01","26,04M","1,09%"
"05/10/2023","4.099,81","4.104,17","4.122,52","4.092,03","21,89M","0,00%"
"04/10/2023","4.099,85","4.084,78","4.126,60","4.061,94","30,30M","0,10%"
"03/10/2023","4.095,59","4.124,98","4.146,47","4.091,00","29,72M","-1,02%"
"02/10/2023","4.137,63","4.181,62","4.204,17","4.119,45","25,58M","-0,89%"
"29/09/2023","4.174,66","4.171,33","4.215,28","4.171,33","27,20M","0,31%"
"28/09/2023","4.161,56","4.131,44","4.161,59","4.106,48","27,90M","0,72%"
"27/09/2023","4.131,68","4.129,91","4.153,43","4.121,31","21,45M","0,06%"
"26/09/2023","4.129,18","4.165,03","4.165,03","4.114,97","25,88M","-0,92%"
"25/09/2023","4.167,37","4.204,22","4.213,23","4.144,71","23,91M","-0,95%"
"22/09/2023","4.207,16","4.211,04","4.218,69","4.178,44","27,41M","-0,13%"
"21/09/2023","4.212,59","4.271,10","4.271,10","4.200,72","29,53M","-1,48%"
"20/09/2023","4.275,98","4.242,41","4.286,53","4.241,57","33,99M","0,78%"
"19/09/2023","4.242,70","4.245,39","4.264,14","4.230,33","19,67M","-0,07%"
"18/09/2023","4.245,88","4.291,08","4.291,08","4.234,73","23,66M","-1,14%"
"15/09/2023","4.295,05","4.287,65","4.326,90","4.287,65","68,34M","0,36%"
"14/09/2023","4.279,75","4.223,40","4.288,23","4.205,68","39,85M","1,33%"
"13/09/2023","4.223,48","4.236,92","4.238,69","4.198,99","24,76M","-0,44%"
"12/09/2023","4.242,27","4.258,70","4.264,50","4.230,64","25,76M","-0,28%"
"11/09/2023","4.254,33","4.241,43","4.278,96","4.241,43","27,64M","0,40%"
"08/09/2023","4.237,19","4.224,13","4.244,41","4.179,97","23,03M","0,38%"
"07/09/2023","4.221,02","4.235,74","4.252,83","4.209,98","23,79M","-0,41%"
"06/09/2023","4.238,26","4.265,54","4.265,54","4.224,35","27,60M","-0,72%"
"05/09/2023","4.269,16","4.275,92","4.286,77","4.234,79","19,96M","-0,25%"
"04/09/2023","4.279,87","4.286,60","4.323,31","4.272,06","13,82M","-0,06%"
