"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Variation %"
"03/08/2021","21,65","21,52","21,65","21,52","0,00%"
"02/08/2021","21,65","21,52","21,65","21,52","0,00%"
"30/07/2021","21,65","21,52","21,65","21,52","0,05%"
"29/07/2021","21,64","21,52","21,64","21,52","-0,05%"
"28/07/2021","21,65","21,52","21,65","21,52","0,00%"
"27/07/2021","21,65","21,52","21,65","21,52","0,00%"
"26/07/2021","21,65","21,52","21,65","21,52","0,00%"
"23/07/2021","21,65","21,52","21,65","21,52","0,00%"
"22/07/2021","21,65","21,52","21,65","21,52","-0,55%"
"21/07/2021","21,77","21,52","21,77","21,52","0,00%"
"20/07/2021","21,77","21,52","21,77","21,52","1,11%"
"19/07/2021","21,53","21,52","21,53","21,52","0,05%"
"16/07/2021","21,52","21,52","21,52","21,52","0,00%"
"15/07/2021","21,52","21,52","21,52","21,52","0,00%"
"14/07/2021","21,52","21,52","21,52","21,52","-1,15%"
"13/07/2021","21,77","21,52","21,77","21,52","0,00%"
"12/07/2021","21,77","21,52","21,77","21,52","0,00%"
"09/07/2021","21,77","21,52","21,77","21,52","0,00%"
"08/07/2021","21,77","21,52","21,77","21,52","0,00%"
"07/07/2021","21,77","21,52","21,77","21,52","0,00%"
"06/07/2021","21,77","22,52","22,52","21,77","-2,25%"
"05/07/2021","22,27","22,52","22,52","22,27","0,00%"
"02/07/2021","22,27","22,52","22,52","22,27","0,00%"
"01/07/2021","22,27","22,52","22,52","22,27","-0,80%"
"30/06/2021","22,45","22,52","22,52","22,45","0,00%"
"29/06/2021","22,45","22,52","22,52","22,45","0,00%"
"28/06/2021","22,45","22,52","22,52","22,45","0,00%"
"25/06/2021","22,45","22,52","22,52","22,45","-0,27%"
"24/06/2021","22,51","22,52","22,52","22,51","0,00%"
"23/06/2021","22,51","22,52","22,52","22,51","-0,04%"
"22/06/2021","22,52","22,52","22,52","22,52","0,04%"
"21/06/2021","22,51","22,52","22,52","22,51","-0,04%"
"18/06/2021","22,52","22,52","22,52","22,52","0,00%"
"17/06/2021","22,52","23,51","23,51","22,52","-1,83%"
"16/06/2021","22,94","23,51","23,51","22,94","-0,30%"
"15/06/2021","23,01","23,51","23,51","23,01","0,00%"
"14/06/2021","23,01","23,51","23,51","23,01","0,00%"
"11/06/2021","23,01","23,51","23,51","23,01","0,00%"
"10/06/2021","23,01","23,51","23,51","23,01","0,00%"
"09/06/2021","23,01","23,51","23,51","23,01","0,00%"
"08/06/2021","23,01","23,51","23,51","23,01","0,00%"
"07/06/2021","23,01","23,51","23,51","23,01","0,00%"
"04/06/2021","23,01","23,51","23,51","23,01","0,00%"
"03/06/2021","23,01","23,51","23,51","23,01","0,00%"
"02/06/2021","23,01","23,51","23,51","23,01","-1,07%"
"01/06/2021","23,26","23,51","23,51","23,26","0,00%"
"31/05/2021","23,26","23,51","23,51","23,26","0,00%"
"28/05/2021","23,26","23,51","23,51","23,26","0,00%"
"27/05/2021","23,26","23,51","23,51","23,26","0,00%"
"26/05/2021","23,26","23,51","23,51","23,26","0,00%"
"25/05/2021","23,26","23,51","23,51","23,26","-1,06%"
"24/05/2021","23,51","23,51","23,51","23,51","0,00%"
"21/05/2021","23,51","23,51","23,51","23,51","-1,05%"
"20/05/2021","23,76","23,51","23,76","23,51","0,04%"
"19/05/2021","23,75","23,51","23,75","23,51","0,00%"
"18/05/2021","23,75","23,51","23,75","23,51","0,00%"
"17/05/2021","23,75","22,51","23,75","22,51","2,11%"
"14/05/2021","23,26","22,52","23,26","22,52","0,00%"
"13/05/2021","23,26","22,52","23,26","22,52","1,09%"
"12/05/2021","23,01","22,51","23,01","22,51","0,00%"
"11/05/2021","23,01","22,52","23,01","22,52","0,00%"
"10/05/2021","23,01","22,52","23,01","22,52","0,00%"
"07/05/2021","23,01","22,51","23,01","22,51","1,10%"
"06/05/2021","22,76","22,52","22,76","22,52","1,07%"
"05/05/2021","22,52","22,52","22,52","22,52","0,04%"
"04/05/2021","22,51","22,52","22,52","22,51","-0,04%"
"03/05/2021","22,52","22,52","22,52","22,52","0,04%"
"30/04/2021","22,51","22,52","22,52","22,51","1,08%"
"29/04/2021","22,27","22,52","22,52","22,27","0,00%"
"28/04/2021","22,27","22,52","22,52","22,27","0,00%"
"27/04/2021","22,27","22,52","22,52","22,27","1,14%"
"26/04/2021","22,02","22,52","22,52","22,02","-1,12%"
"23/04/2021","22,27","22,52","22,52","22,27","0,00%"
"22/04/2021","22,27","22,52","22,52","22,27","-1,07%"
"21/04/2021","22,51","21,52","22,51","21,52","2,23%"
"20/04/2021","22,02","21,52","22,02","21,52","1,15%"
"19/04/2021","21,77","21,52","21,77","21,52","0,00%"
"16/04/2021","21,77","21,52","21,77","21,52","2,30%"
"15/04/2021","21,28","22,52","22,52","21,28","-4,45%"
"14/04/2021","22,27","19,04","22,27","19,04","15,45%"
"13/04/2021","19,29","19,04","19,29","19,04","1,31%"
"12/04/2021","19,04","19,04","19,04","19,04","0,63%"
"09/04/2021","18,92","19,04","19,04","18,92","0,64%"
"08/04/2021","18,80","16,06","18,80","16,06","10,20%"
"07/04/2021","17,06","16,06","17,06","16,06","-0,06%"
"06/04/2021","17,07","16,07","17,07","16,07","0,00%"
"05/04/2021","17,07","16,07","17,07","16,07","0,12%"
"02/04/2021","17,05","16,06","17,05","16,06","-0,06%"
"01/04/2021","17,06","16,06","17,06","16,06","1,55%"
"31/03/2021","16,80","16,06","16,80","16,06","0,00%"
"30/03/2021","16,80","16,06","16,80","16,06","0,72%"
"29/03/2021","16,68","16,06","16,68","16,06","0,00%"
"26/03/2021","16,68","16,06","16,68","16,06","1,52%"
"25/03/2021","16,43","16,06","16,43","16,06","0,74%"
"24/03/2021","16,31","16,06","16,31","16,06","-1,51%"
"23/03/2021","16,56","15,07","16,56","15,07","-1,49%"
"22/03/2021","16,81","16,56","16,81","16,56","11,62%"
"19/03/2021","15,06","15,06","15,06","15,06","0,07%"
"18/03/2021","15,05","15,06","15,06","15,05","-0,07%"
"17/03/2021","15,06","15,06","15,06","15,06","0,00%"
"16/03/2021","15,06","15,06","15,06","15,06","0,00%"
"15/03/2021","15,06","15,06","15,06","15,06","0,07%"
"12/03/2021","15,05","15,06","15,06","15,05","-0,07%"
"11/03/2021","15,06","15,06","15,06","15,06","-1,63%"
"10/03/2021","15,31","15,06","15,31","15,06","0,79%"
"09/03/2021","15,19","15,06","15,19","15,06","0,07%"
"08/03/2021","15,18","15,05","15,18","15,05","-0,85%"
"05/03/2021","15,31","15,05","15,31","15,05","0,07%"
"04/03/2021","15,30","15,06","15,30","15,06","0,00%"
"03/03/2021","15,30","15,06","15,30","15,06","0,00%"
"02/03/2021","15,30","15,06","15,30","15,06","0,00%"
"01/03/2021","15,30","15,06","15,30","15,06","-1,67%"
"26/02/2021","15,56","15,07","15,56","15,07","3,46%"
"25/02/2021","15,04","15,05","15,05","15,04","-3,28%"
"24/02/2021","15,55","15,06","15,55","15,06","-0,83%"
"23/02/2021","15,68","15,05","15,68","15,05","0,00%"
"22/02/2021","15,68","15,05","15,68","15,05","0,05%"
"19/02/2021","15,67","15,05","15,67","15,05","-0,06%"
"18/02/2021","15,68","15,06","15,68","15,06","0,00%"
"17/02/2021","15,68","15,06","15,68","15,06","0,06%"
"16/02/2021","15,67","15,05","15,67","15,05","-0,82%"
"15/02/2021","15,80","16,05","16,05","15,80","-3,07%"
"12/02/2021","16,30","16,05","16,30","16,05","0,00%"
"11/02/2021","16,30","16,05","16,30","16,05","0,00%"
"10/02/2021","16,30","16,05","16,30","16,05","0,00%"
"09/02/2021","16,30","16,05","16,30","16,05","0,00%"
"08/02/2021","16,30","16,05","16,30","16,05","-1,15%"
"05/02/2021","16,49","17,55","17,55","16,49","-4,29%"
"04/02/2021","17,23","17,54","17,54","17,23","0,00%"
"03/02/2021","17,23","17,54","17,54","17,23","0,00%"
"02/02/2021","17,23","17,54","17,54","17,23","0,00%"
"01/02/2021","17,23","17,55","17,55","17,23","-0,06%"
"29/01/2021","17,24","17,55","17,55","17,24","-0,35%"
"28/01/2021","17,30","17,55","17,55","17,30","0,70%"
"27/01/2021","17,18","17,55","17,55","17,18","0,06%"
"26/01/2021","17,17","17,55","17,55","17,17","0,70%"
"25/01/2021","17,05","17,55","17,55","17,05","3,02%"
"22/01/2021","16,55","17,55","17,55","16,55","0,73%"
"21/01/2021","16,43","17,55","17,55","16,43","-0,73%"
"20/01/2021","16,55","17,55","17,55","16,55","0,00%"
"19/01/2021","16,55","17,55","17,55","16,55","0,00%"
"18/01/2021","16,55","17,55","17,55","16,55","0,00%"
"15/01/2021","16,55","17,55","17,55","16,55","0,00%"
"14/01/2021","16,55","17,54","17,54","16,55","0,00%"
"13/01/2021","16,55","17,55","17,55","16,55","0,00%"
"12/01/2021","16,55","17,54","17,54","16,55","0,00%"
"11/01/2021","16,55","17,55","17,55","16,55","0,00%"
"08/01/2021","16,55","17,54","17,54","16,55","-2,93%"
"07/01/2021","17,05","17,55","17,55","17,05","-1,39%"
"06/01/2021","17,29","17,54","17,54","17,29","-0,06%"
"05/01/2021","17,30","17,55","17,55","17,30","0,00%"
"04/01/2021","17,30","17,30","17,30","17,30","0,00%"
"01/01/2021","17,30","17,55","17,55","17,30","0,00%"
"31/12/2020","17,30","17,55","17,55","17,30","0,00%"
"30/12/2020","17,30","17,55","17,55","17,30","0,76%"
"29/12/2020","17,17","17,54","17,54","17,17","0,00%"
"28/12/2020","17,17","17,55","17,55","17,17","0,00%"
"25/12/2020","17,17","17,55","17,55","17,17","0,00%"
"24/12/2020","17,17","17,54","17,54","17,17","0,00%"
"23/12/2020","17,17","17,55","17,55","17,17","0,00%"
"22/12/2020","17,17","17,55","17,55","17,17","0,00%"
"21/12/2020","17,17","17,55","17,55","17,17","0,70%"
"18/12/2020","17,05","17,55","17,55","17,05","0,00%"
"17/12/2020","17,05","17,54","17,54","17,05","0,00%"
"16/12/2020","17,05","17,55","17,55","17,05","-1,39%"
"15/12/2020","17,29","17,54","17,54","17,29","2,92%"
"14/12/2020","16,80","17,55","17,55","16,80","0,00%"
"11/12/2020","16,80","17,55","17,55","16,80","0,00%"
"10/12/2020","16,80","17,55","17,55","16,80","0,00%"
"09/12/2020","16,80","17,55","17,55","16,80","-2,89%"
"08/12/2020","17,30","17,55","17,55","17,30","0,00%"
"07/12/2020","17,30","17,55","17,55","17,30","0,00%"
"04/12/2020","17,30","17,55","17,55","17,30","0,00%"
"03/12/2020","17,30","17,55","17,55","17,30","-1,42%"
"02/12/2020","17,55","17,55","17,55","17,55","0,00%"
"01/12/2020","17,55","17,55","17,55","17,55","0,00%"
"30/11/2020","17,55","17,55","17,55","17,55","-0,06%"
"27/11/2020","17,56","17,55","17,56","17,55","0,00%"
"26/11/2020","17,56","17,55","17,56","17,55","0,00%"
"25/11/2020","17,56","17,55","17,56","17,55","-0,34%"
"24/11/2020","17,62","17,56","17,62","17,56","0,00%"
"23/11/2020","17,62","17,56","17,62","17,56","0,00%"
"20/11/2020","17,62","17,56","17,62","17,56","0,34%"
"19/11/2020","17,56","17,56","17,56","17,56","0,00%"
"18/11/2020","17,56","17,56","17,56","17,56","0,00%"
"17/11/2020","17,56","17,56","17,56","17,56","0,00%"
"16/11/2020","17,56","17,56","17,56","17,56","0,00%"
"13/11/2020","17,56","17,56","17,56","17,56","0,00%"
"12/11/2020","17,56","17,56","17,56","17,56","0,00%"
"11/11/2020","17,56","17,56","17,56","17,56","-1,35%"
"10/11/2020","17,80","17,56","17,80","17,56","0,00%"
"09/11/2020","17,80","17,56","17,80","17,56","0,00%"
"06/11/2020","17,80","17,56","17,80","17,56","0,00%"
"05/11/2020","17,80","17,56","17,80","17,56","-1,44%"
"04/11/2020","18,06","17,56","18,06","17,56","0,06%"
"03/11/2020","18,05","17,56","18,05","17,56","-0,06%"
"02/11/2020","18,06","18,05","18,06","17,56","0,06%"
"30/10/2020","18,05","18,05","18,05","17,56","0,00%"
"29/10/2020","18,05","17,56","18,05","17,56","0,00%"
"28/10/2020","18,05","17,56","18,05","17,56","1,69%"
"27/10/2020","17,75","17,56","17,75","17,56","0,00%"
"26/10/2020","17,75","17,56","17,75","17,56","0,00%"
"23/10/2020","17,75","17,56","17,75","17,56","0,06%"
"22/10/2020","17,74","17,56","17,74","17,56","0,00%"
"21/10/2020","17,74","17,56","17,74","17,56","-0,39%"
"20/10/2020","17,81","17,56","17,81","17,56","1,42%"
"19/10/2020","17,56","17,56","17,56","17,56","0,00%"
"16/10/2020","17,56","17,56","17,56","17,56","0,00%"
"15/10/2020","17,56","17,56","17,56","17,56","-2,77%"
"14/10/2020","18,06","17,56","18,06","17,56","0,00%"
"13/10/2020","18,06","17,56","18,06","17,56","-0,50%"
"12/10/2020","18,15","17,56","18,15","17,56","0,00%"
"09/10/2020","18,15","17,56","18,15","17,56","-0,82%"
"08/10/2020","18,30","17,56","18,30","17,56","0,00%"
"07/10/2020","18,30","17,56","18,30","17,56","0,00%"
"06/10/2020","18,30","17,56","18,30","17,56","0,00%"
"05/10/2020","18,30","17,56","18,30","17,56","-0,71%"
"02/10/2020","18,43","17,56","18,43","17,56","0,00%"
"01/10/2020","18,43","17,56","18,43","17,56","0,05%"
"30/09/2020","18,42","17,56","18,42","17,56","-0,05%"
"29/09/2020","18,43","17,56","18,43","17,56","-0,65%"
"28/09/2020","18,55","17,56","18,55","17,56","0,00%"
"25/09/2020","18,55","17,56","18,55","17,56","0,00%"
"24/09/2020","18,55","17,56","18,55","17,56","0,00%"
"23/09/2020","18,55","17,55","18,55","17,55","0,00%"
"22/09/2020","18,55","18,05","18,55","18,05","0,00%"
"21/09/2020","18,55","17,55","18,55","17,55","4,98%"
"18/09/2020","17,67","17,55","17,67","17,55","0,00%"
"17/09/2020","17,67","17,55","17,67","17,55","-0,06%"
"16/09/2020","17,68","17,55","17,68","17,55","0,00%"
"15/09/2020","17,68","17,55","17,68","17,55","-0,67%"
"14/09/2020","17,80","17,55","17,80","17,55","0,00%"
"11/09/2020","17,80","17,55","17,80","17,55","0,00%"
"10/09/2020","17,80","17,55","17,80","17,55","-1,39%"
"09/09/2020","18,05","17,56","18,05","17,56","0,00%"
"08/09/2020","18,05","17,56","18,05","17,56","0,00%"
"07/09/2020","18,05","17,55","18,05","17,55","0,00%"
"04/09/2020","18,05","20,04","20,04","18,05","-6,43%"
"03/09/2020","19,29","20,04","20,04","19,29","0,00%"
"02/09/2020","19,29","20,04","20,04","19,29","0,00%"
"01/09/2020","19,29","20,04","20,04","19,29","0,00%"
"31/08/2020","19,29","20,04","20,04","19,29","0,00%"
"28/08/2020","19,29","20,04","20,04","19,29","0,00%"
"27/08/2020","19,29","20,04","20,04","19,29","-1,28%"
"26/08/2020","19,54","20,04","20,04","19,54","0,00%"
"25/08/2020","19,54","20,04","20,04","19,54","0,00%"
"24/08/2020","19,54","20,04","20,04","19,54","-0,31%"
"21/08/2020","19,60","20,04","20,04","19,60","0,00%"
"20/08/2020","19,60","20,04","20,04","19,60","0,00%"
"19/08/2020","19,60","20,04","20,04","19,60","0,31%"
"18/08/2020","19,54","20,04","20,04","19,54","0,00%"
"17/08/2020","19,54","20,04","20,04","19,54","0,00%"
"14/08/2020","19,54","20,04","20,04","19,54","0,00%"
"13/08/2020","19,54","20,04","20,04","19,54","0,00%"
"12/08/2020","19,54","20,04","20,04","19,54","0,00%"
"11/08/2020","19,54","20,04","20,04","19,54","-1,86%"
"10/08/2020","19,91","20,04","20,04","19,91","0,00%"
"07/08/2020","19,91","20,04","20,04","19,91","0,00%"
"06/08/2020","19,91","20,04","20,04","19,91","0,00%"
"05/08/2020","19,91","20,04","20,04","19,91","-0,65%"
"04/08/2020","20,04","20,04","20,04","20,04","0,00%"
"03/08/2020","20,04","20,04","20,04","20,04","0,00%"
"31/07/2020","20,04","20,04","20,04","20,04","0,00%"
"30/07/2020","20,04","20,04","20,04","20,04","0,00%"
"29/07/2020","20,04","20,04","20,04","20,04","-2,43%"
"28/07/2020","20,54","20,04","20,54","20,04","-1,15%"
"27/07/2020","20,78","20,04","20,78","20,04","0,00%"
"24/07/2020","20,78","20,04","20,78","20,04","0,00%"
"23/07/2020","20,78","20,04","20,78","20,04","0,00%"
"22/07/2020","20,78","20,04","20,78","20,04","0,00%"
"21/07/2020","20,78","20,04","20,78","20,04","0,00%"
"20/07/2020","20,78","22,52","22,52","20,78","-6,69%"
"17/07/2020","22,27","22,52","22,52","22,27","2,30%"
"16/07/2020","21,77","22,52","22,52","21,77","-1,14%"
"15/07/2020","22,02","22,52","22,52","22,02","-0,03%"
"14/07/2020","22,03","22,52","22,52","22,03","0,03%"
"13/07/2020","22,02","22,52","22,52","22,02","-1,12%"
"10/07/2020","22,27","25,00","25,00","22,27","0,00%"
"09/07/2020","22,27","25,00","25,00","22,27","0,00%"
"08/07/2020","22,27","22,52","22,52","22,27","0,00%"
"07/07/2020","22,27","22,52","22,52","22,27","0,00%"
"06/07/2020","22,27","25,00","25,00","22,27","-5,27%"
"03/07/2020","23,51","25,00","25,00","23,51","-2,04%"
"02/07/2020","24,00","25,00","25,00","24,00","0,00%"
"01/07/2020","24,00","25,00","25,00","24,00","-2,04%"
"30/06/2020","24,50","25,00","25,00","24,50","0,00%"
"29/06/2020","24,50","24,50","24,50","24,50","0,00%"
"26/06/2020","24,50","24,50","24,50","24,50","-0,99%"
"25/06/2020","24,75","25,00","25,00","24,75","0,00%"
"24/06/2020","24,75","25,00","25,00","24,75","-0,96%"
"23/06/2020","24,99","27,47","27,47","24,99","-4,73%"
"22/06/2020","26,23","27,47","27,47","26,23","0,00%"
"19/06/2020","26,23","27,47","27,47","26,23","0,00%"
"18/06/2020","26,23","27,47","27,47","26,23","0,00%"
"17/06/2020","26,23","26,23","26,23","26,23","0,00%"
"16/06/2020","26,23","29,94","29,94","26,23","-1,87%"
"15/06/2020","26,73","25,00","26,73","25,00","2,89%"
"12/06/2020","25,98","25,00","25,98","25,00","-0,04%"
"11/06/2020","25,99","25,00","25,99","25,00","-1,85%"
"10/06/2020","26,48","25,00","26,48","25,00","0,00%"
"09/06/2020","26,48","29,93","29,93","26,48","-8,53%"
"08/06/2020","28,95","29,94","29,94","28,95","-6,40%"
"05/06/2020","30,93","32,66","32,66","30,93","0,00%"
"04/06/2020","30,93","32,40","32,40","32,40","-5,29%"
"03/06/2020","32,66","32,40","32,66","32,40","-1,48%"
"02/06/2020","33,15","32,40","33,15","32,40","0,00%"
"01/06/2020","33,15","37,33","37,33","33,15","-6,91%"
"29/05/2020","35,61","39,80","39,80","35,61","-1,38%"
"28/05/2020","36,11","39,80","39,80","36,11","-4,55%"
"27/05/2020","37,83","39,80","39,80","37,83","-2,55%"
"26/05/2020","38,82","39,80","39,80","38,82","-0,61%"
"25/05/2020","39,06","39,80","39,80","39,06","0,00%"
"22/05/2020","39,06","39,80","39,80","39,06","1,93%"
"21/05/2020","38,32","39,79","39,79","38,32","0,00%"
"20/05/2020","38,32","42,26","42,26","38,32","-7,71%"
"19/05/2020","41,52","44,72","44,72","41,52","-4,02%"
"18/05/2020","43,26","44,72","44,72","43,26","1,19%"
"15/05/2020","42,75","44,71","44,71","42,75","0,00%"
"14/05/2020","42,75","42,25","42,75","42,25","2,96%"
"13/05/2020","41,52","42,25","42,25","41,52","0,00%"
"12/05/2020","41,52","42,25","42,25","41,52","-0,02%"
"11/05/2020","41,53","42,25","42,25","41,53","-0,60%"
"08/05/2020","41,78","42,25","42,25","41,78","0,07%"
"07/05/2020","41,75","42,25","42,25","41,75","-0,02%"
"06/05/2020","41,76","42,25","42,25","41,76","-6,54%"
"05/05/2020","44,68","44,68","44,68","44,68","3,35%"
"04/05/2020","43,23","44,68","44,68","43,23","-0,02%"
"01/05/2020","43,24","44,72","44,72","43,24","0,00%"
"30/04/2020","43,24","44,72","44,72","43,24","0,00%"
"29/04/2020","43,24","44,70","44,70","43,24","0,05%"
"28/04/2020","43,22","44,70","44,70","43,22","-0,02%"
"27/04/2020","43,23","44,70","44,70","43,23","-2,22%"
"24/04/2020","44,21","42,23","44,21","42,23","1,73%"
"23/04/2020","43,46","47,14","47,14","43,46","-7,33%"
"22/04/2020","46,90","44,68","46,90","44,68","6,13%"
"21/04/2020","44,19","44,68","44,68","42,72","3,44%"
"20/04/2020","42,72","44,68","44,68","42,72","0,00%"
"17/04/2020","42,72","39,77","42,72","39,77","4,81%"
"16/04/2020","40,76","39,77","40,76","39,77","0,05%"
"15/04/2020","40,74","39,75","40,74","39,75","3,74%"
"14/04/2020","39,27","39,75","39,75","39,27","-0,03%"
"13/04/2020","39,28","39,76","39,76","39,28","0,00%"
"10/04/2020","39,28","37,30","39,28","37,30","0,03%"
"09/04/2020","39,27","39,75","39,75","39,27","-1,23%"
"08/04/2020","39,76","39,75","39,76","39,75","-1,24%"
"07/04/2020","40,26","39,75","40,26","39,75","0,02%"
"06/04/2020","40,25","39,76","40,25","39,76","-2,38%"
"03/04/2020","41,23","39,75","41,23","39,75","3,72%"
"02/04/2020","39,75","37,30","39,75","37,30","-0,03%"
"01/04/2020","39,76","39,75","39,76","39,75","0,03%"
"31/03/2020","39,75","37,30","39,75","37,30","-0,03%"
"30/03/2020","39,76","37,30","39,76","37,30","3,19%"
"27/03/2020","38,53","37,30","38,53","37,30","0,00%"
"26/03/2020","38,53","42,20","42,20","38,53","-7,65%"
"25/03/2020","41,72","42,20","42,20","41,72","-6,12%"
"24/03/2020","44,44","44,67","44,67","44,44","-3,64%"
"23/03/2020","46,12","51,39","51,39","46,12","-0,97%"
"20/03/2020","46,57","51,39","51,39","46,57","2,64%"
"19/03/2020","45,37","52,01","52,01","45,37","-14,83%"
"18/03/2020","53,27","49,58","53,27","49,58","9,41%"
"17/03/2020","48,69","44,72","48,69","44,72","6,66%"
"16/03/2020","45,65","34,83","45,65","34,83","27,34%"
"13/03/2020","35,85","34,85","35,85","34,85","1,41%"
"12/03/2020","35,35","29,92","35,35","29,92","12,54%"
"11/03/2020","31,41","29,93","31,41","29,93","-0,03%"
"10/03/2020","31,42","31,42","31,42","31,42","39,46%"
"09/03/2020","22,53","22,53","22,53","22,53","0,04%"
"06/03/2020","22,52","22,53","22,53","22,52","22,99%"
"05/03/2020","18,31","17,56","18,31","17,56","2,87%"
"04/03/2020","17,80","17,57","17,80","17,57","-0,17%"
"03/03/2020","17,83","17,56","17,83","17,56","0,17%"
"02/03/2020","17,80","17,57","17,80","17,57","-0,11%"
"28/02/2020","17,82","17,56","17,82","17,56","4,52%"
"27/02/2020","17,05","17,56","17,56","17,05","1,49%"
"26/02/2020","16,80","17,55","17,55","16,80","1,45%"
"25/02/2020","16,56","17,54","17,54","16,56","-1,49%"
"24/02/2020","16,81","17,56","17,56","16,81","0,00%"
"21/02/2020","16,81","17,55","17,55","16,81","0,00%"
"20/02/2020","16,81","17,55","17,55","16,81","0,06%"
"19/02/2020","16,80","17,55","17,55","16,80","-0,06%"
"18/02/2020","16,81","17,56","17,56","16,81","-1,41%"
"17/02/2020","17,05","17,55","17,55","17,05","0,00%"
"14/02/2020","17,05","17,55","17,55","17,05","-1,45%"
"13/02/2020","17,30","17,55","17,55","17,30","0,06%"
"12/02/2020","17,29","17,54","17,54","17,29","-1,43%"
"11/02/2020","17,54","17,55","17,55","17,54","-1,46%"
"10/02/2020","17,80","17,55","17,80","17,55","0,00%"
"07/02/2020","17,80","17,80","17,80","17,80","0,00%"
"06/02/2020","17,80","17,55","17,80","17,55","0,06%"
"05/02/2020","17,79","17,55","17,79","17,55","-1,39%"
"04/02/2020","18,04","17,55","18,04","17,55","0,00%"
"03/02/2020","18,04","17,55","18,04","17,55","-0,11%"
"31/01/2020","18,06","17,56","18,06","17,56","0,06%"
"30/01/2020","18,05","17,56","18,05","17,56","0,00%"
"29/01/2020","18,05","17,55","18,05","17,55","0,00%"
"28/01/2020","18,05","17,56","18,05","17,56","-1,42%"
"27/01/2020","18,31","17,57","18,31","17,57","0,05%"
"24/01/2020","18,30","17,56","18,30","17,56","0,00%"
"23/01/2020","18,30","17,56","18,30","17,56","0,00%"
"22/01/2020","18,30","17,55","18,30","17,55","0,00%"
"21/01/2020","18,30","17,56","18,30","17,56","0,00%"
"20/01/2020","18,30","17,56","18,30","17,56","0,00%"
"17/01/2020","18,30","17,56","18,30","17,56","0,00%"
"16/01/2020","18,30","17,56","18,30","17,56","0,00%"
"15/01/2020","18,30","17,56","18,30","17,56","0,00%"
"14/01/2020","18,30","17,56","18,30","17,56","0,00%"
"13/01/2020","18,30","17,56","18,30","17,56","0,00%"
"10/01/2020","18,30","17,56","18,30","17,56","0,00%"
"09/01/2020","18,30","17,56","18,30","17,56","-0,33%"
"08/01/2020","18,36","17,57","18,36","17,57","-0,05%"
"07/01/2020","18,37","17,56","18,37","17,56","-0,33%"
"06/01/2020","18,43","17,56","18,43","17,56","0,00%"
"03/01/2020","18,43","17,56","18,43","17,56","0,00%"
"02/01/2020","18,43","17,56","18,43","17,56","0,00%"
"01/01/2020","18,43","17,56","18,43","17,56","0,05%"
"31/12/2019","18,42","17,56","18,42","17,56","-0,05%"
"30/12/2019","18,43","17,56","18,43","17,56","0,66%"
"27/12/2019","18,31","17,56","18,31","17,56","0,05%"
"26/12/2019","18,30","17,56","18,30","17,56","0,00%"
"25/12/2019","18,30","17,56","18,30","17,56","-0,05%"
"24/12/2019","18,31","17,56","18,31","17,56","0,05%"
"23/12/2019","18,30","17,56","18,30","17,56","0,00%"
"20/12/2019","18,30","17,56","18,30","17,56","1,33%"
"19/12/2019","18,06","17,56","18,06","17,56","0,00%"
"18/12/2019","18,06","17,56","18,06","17,56","0,00%"
"17/12/2019","18,06","17,56","18,06","17,56","0,06%"
"16/12/2019","18,05","17,56","18,05","17,56","-0,06%"
"13/12/2019","18,06","17,56","18,06","17,56","0,06%"
"12/12/2019","18,05","17,56","18,05","17,56","1,35%"
"11/12/2019","17,81","17,56","17,81","17,56","0,00%"
"10/12/2019","17,81","17,56","17,81","17,56","0,00%"
"09/12/2019","17,81","17,81","17,81","17,81","0,00%"
"06/12/2019","17,81","17,56","17,81","17,56","0,00%"
"05/12/2019","17,81","17,56","17,81","17,56","-0,67%"
"04/12/2019","17,93","17,56","17,93","17,56","-0,06%"
"03/12/2019","17,94","17,56","17,94","17,56","0,06%"
"02/12/2019","17,93","17,56","17,93","17,56","0,67%"
"29/11/2019","17,81","17,56","17,81","17,56","0,00%"
"28/11/2019","17,81","17,57","17,81","17,57","0,00%"
"27/11/2019","17,81","17,81","17,81","17,81","0,00%"
"26/11/2019","17,81","17,56","17,81","17,56","0,00%"
"25/11/2019","17,81","17,56","17,81","17,56","0,00%"
"22/11/2019","17,81","17,56","17,81","17,56","-1,38%"
"21/11/2019","18,06","17,57","18,06","17,57","0,00%"
"20/11/2019","18,06","17,57","18,06","17,57","0,00%"
"19/11/2019","18,06","20,04","20,04","18,06","-7,62%"
"18/11/2019","19,55","20,05","20,05","19,55","0,00%"
"15/11/2019","19,55","20,04","20,04","19,55","0,00%"
"14/11/2019","19,55","20,05","20,05","19,55","0,31%"
"13/11/2019","19,49","20,04","20,04","19,49","0,00%"
"12/11/2019","19,49","20,05","20,05","19,49","0,00%"
"11/11/2019","19,49","20,05","20,05","19,49","0,00%"
"08/11/2019","19,49","20,05","20,05","19,49","0,05%"
"07/11/2019","19,48","20,05","20,05","19,48","-0,36%"
"06/11/2019","19,55","20,05","20,05","19,55","0,05%"
"05/11/2019","19,54","20,04","20,04","19,54","0,00%"
"04/11/2019","19,54","20,04","20,04","19,54","0,00%"
"01/11/2019","19,54","20,04","20,04","19,54","-0,05%"
"31/10/2019","19,55","20,05","20,05","19,55","-1,26%"
"30/10/2019","19,80","20,05","20,05","19,80","0,00%"
"29/10/2019","19,80","20,05","20,05","19,80","0,00%"
